Time;Algorithm;Config;Midi;Voice;ID;High;Steps;Notes;Tonic;Minor;Range;Culminations;Decc_min;Decc_av;Decc_max;Maccr_min;Maccr_av;Maccr_max;Tonics;VI;VI#;VII;VII#;Smooth;Leaps;2leaps;3leaps;Leap size;Leaps_win;Leaped_win;Sum_int;Between_min;Between_max;Contra;Direct;Pico;Dis;Ico;Pco;Llen;Croches;Sus;Anti;to3;after3;dev2;dev3;uncomp_precomp;uncomp_child;Close+1far;Close+2far;Close+no;No+close;Far+close;No close;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;22;9;2;0;8;0;1,3696;2,0539;2,4801;4,3165;6,32;7,45;2;0;0;0;2;88%;13%;0%;0%;3,00;1;3;19;2;19;100%;0%;0%;33%;44%;22%;2,444;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;23;9;2;0;8;0;1,3633;2,0514;2,4801;4,3165;6,32;7,45;2;0;0;0;2;88%;13%;0%;0%;3,00;1;3;19;2;19;100%;0%;0%;30%;40%;30%;2,556;0%;11%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;24;9;2;0;8;0;1,3379;2,0477;2,4801;4,3165;6,32;7,45;2;0;0;0;2;88%;13%;0%;0%;3,00;1;3;19;2;19;100%;0%;0%;30%;40%;30%;2,667;0%;11%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;25;10;2;0;8;0;1,2576;1,9610;2,4801;2147483648,00;0;0;3;0;0;0;2;89%;11%;0%;0%;3,00;1;3;19;2;19;100%;0%;0%;27%;45%;27%;2,500;10%;10%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;26;11;2;0;8;0;1,3197;1,9133;2,4801;2147483648,00;0;0;3;0;0;0;2;90%;10%;0%;0%;3,00;1;3;19;2;19;100%;0%;0%;33%;42%;25%;2,364;18%;9%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;27;12;2;0;8;0;1,2313;1,8397;2,4801;2147483648,00;0;0;4;0;0;0;2;91%;9%;0%;0%;3,00;1;3;19;2;19;100%;0%;0%;31%;46%;23%;2,250;25%;8%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;28;12;2;0;8;0;1,1458;1,8214;2,4801;2147483648,00;0;0;4;0;0;0;2;91%;9%;0%;0%;3,00;1;3;19;2;19;100%;0%;0%;31%;46%;23%;2,333;17%;8%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;29;12;2;0;8;0;1,0628;1,8063;2,4801;2147483648,00;0;0;4;0;0;0;2;91%;9%;0%;0%;3,00;1;3;19;2;19;100%;0%;0%;31%;46%;23%;2,417;17%;8%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;30;12;2;0;8;0;0,9806;1,7933;2,4801;2147483648,00;0;0;4;0;0;0;2;91%;9%;0%;0%;3,00;1;3;19;2;19;100%;0%;0%;31%;46%;23%;2,500;17%;8%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;31;13;2;0;10;0;1,5818;2,1501;2,6931;2147483648,00;0;0;4;0;1;0;2;83%;17%;0%;0%;4,50;2;9;21;2;19;67%;33%;0%;29%;50%;21%;2,385;23%;8%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;32;13;2;0;10;0;1,6202;2,3261;3,5023;2147483648,00;0;0;4;0;1;0;2;83%;17%;0%;0%;4,50;2;9;21;2;19;67%;33%;0%;29%;50%;21%;2,462;15%;8%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;33;13;2;0;10;0;1,6202;2,4217;3,9795;2147483648,00;0;0;4;0;1;0;2;83%;17%;0%;0%;4,50;2;9;21;2;19;67%;33%;0%;29%;50%;21%;2,538;15%;8%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;34;13;2;0;10;0;1,6202;2,4692;4,2354;2147483648,00;0;0;4;0;1;0;2;83%;17%;0%;0%;4,50;2;9;21;2;19;67%;33%;0%;29%;50%;21%;2,615;15%;8%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;35;14;2;0;12;0;1,6202;2,6656;4,5438;2147483648,00;0;0;4;0;1;0;3;85%;15%;0%;0%;4,50;2;9;23;2;19;67%;33%;0%;33%;47%;20%;2,500;21%;7%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;36;14;2;0;12;0;1,6202;2,6900;4,6301;2147483648,00;0;0;4;0;1;0;3;85%;15%;0%;0%;4,50;2;9;23;2;19;67%;33%;0%;33%;47%;20%;2,571;14%;7%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;37;15;2;0;13;0;1,6202;2,8320;4,6251;2147483648,00;0;0;5;0;1;0;3;86%;14%;0%;0%;4,50;2;9;24;2;19;67%;33%;0%;31%;44%;25%;2,467;20%;7%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;38;15;2;0;13;0;1,6202;2,8143;4,5025;2147483648,00;0;0;5;0;1;0;3;86%;14%;0%;0%;4,50;2;9;24;2;19;67%;33%;0%;31%;44%;25%;2,533;13%;7%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;39;16;2;0;13;0;1,6202;2,8210;4,2392;2147483648,00;0;0;5;0;1;0;4;87%;13%;0%;0%;4,50;2;9;24;2;19;75%;25%;0%;29%;47%;24%;2,438;19%;6%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;40;16;2;0;13;0;1,6202;2,7585;4,1054;2147483648,00;0;0;5;0;1;0;4;87%;13%;0%;0%;4,50;2;9;24;2;19;75%;25%;0%;29%;47%;24%;2,500;13%;6%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;41;17;2;0;13;0;1,6202;2,7097;4,0695;2147483648,00;0;0;5;0;2;0;4;88%;13%;0%;0%;4,50;2;9;24;2;19;75%;25%;0%;33%;44%;22%;2,412;18%;6%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;42;17;2;0;13;0;1,6202;2,6635;4,0435;2147483648,00;0;0;5;0;2;0;4;88%;13%;0%;0%;4,50;2;9;24;2;19;75%;25%;0%;33%;44%;22%;2,471;12%;6%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;43;18;2;0;13;0;1,6202;2,6369;4,0428;2147483648,00;0;0;5;0;2;0;4;88%;12%;0%;0%;4,50;2;9;24;2;19;75%;25%;0%;32%;42%;26%;2,389;17%;6%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;44;18;2;0;13;0;1,6202;2,6413;4,0429;2147483648,00;0;0;5;0;2;0;4;88%;12%;0%;0%;4,50;2;9;24;2;19;75%;25%;0%;32%;42%;26%;2,444;11%;6%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;45;19;2;0;13;0;1,6202;2,6660;4,0623;2147483648,00;0;0;5;0;2;0;4;89%;11%;0%;0%;4,50;2;9;24;2;19;75%;25%;0%;35%;40%;25%;2,368;16%;5%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;0%;0%;
2017-10-23 09:36:49;GenCA2;good-cp5;good-cp5;0;2;0;46;19;2;0;13;0;1,6202;2,6980;4,0736;2147483648,00;0;0;5;0;2;0;4;89%;11%;0%;0%;4,50;2;9;24;2;19;75%;25%;0%;35%;40%;25%;2,421;11%;5%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;47;20;2;0;13;0;1,6202;2,6621;4,0741;2147483648,00;0;0;5;0;2;0;4;89%;11%;0%;0%;4,50;2;9;24;2;19;80%;20%;0%;33%;43%;24%;2,350;15%;5%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;48;20;2;0;13;0;1,6202;2,6405;4,0741;2147483648,00;0;0;5;0;2;0;4;89%;11%;0%;0%;4,50;2;9;24;2;19;80%;20%;0%;33%;43%;24%;2,400;10%;5%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;49;20;2;0;13;0;1,6202;2,6163;4,0741;2147483648,00;0;0;5;0;2;0;4;89%;11%;0%;0%;4,50;2;9;24;2;19;80%;20%;0%;33%;43%;24%;2,450;10%;5%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;50;20;2;0;13;0;1,6202;2,5973;4,0741;6,24;6,24;6,24;5;0;2;0;4;89%;11%;0%;0%;4,50;2;9;24;2;19;80%;20%;0%;33%;43%;24%;2,500;10%;5%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;51;21;2;0;13;0;1,6202;2,6923;4,0741;6,24;6,24;6,24;6;0;2;0;4;85%;15%;0%;0%;4,67;3;14;24;2;19;80%;20%;0%;32%;45%;23%;2,429;14%;5%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;52;21;2;0;13;0;1,6202;2,7588;4,0741;6,24;6,62;6,99;6;0;2;0;4;85%;15%;0%;0%;4,67;3;14;24;2;19;80%;20%;0%;32%;45%;23%;2,476;10%;5%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;53;21;2;0;13;0;1,6202;2,7934;4,0741;6,24;6,62;6,99;6;0;2;0;4;85%;15%;0%;0%;4,67;3;14;24;2;19;80%;20%;0%;32%;45%;23%;2,524;10%;5%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;54;21;2;0;13;0;1,6202;2,8102;4,0741;6,24;6,88;7,39;6;0;2;0;4;85%;15%;0%;0%;4,67;3;14;24;2;19;80%;20%;0%;32%;45%;23%;2,571;10%;5%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;55;22;2;0;13;0;1,6202;2,8238;4,0741;6,24;6,88;7,39;6;0;2;0;4;86%;14%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;30%;43%;26%;2,500;14%;5%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;56;22;2;0;13;0;1,6202;2,8115;4,0741;6,24;7,02;7,45;6;0;2;0;4;86%;14%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;30%;43%;26%;2,545;9%;5%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;57;23;2;0;13;0;1,6202;2,8007;4,0741;6,24;7,02;7,45;6;0;2;0;4;86%;14%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;33%;42%;25%;2,478;13%;4%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;58;23;2;0;13;0;1,6202;2,7819;4,0741;6,24;7,11;7,45;6;0;2;0;4;86%;14%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;33%;42%;25%;2,522;9%;4%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;59;24;2;0;13;0;1,6202;2,7597;4,0741;6,24;7,11;7,45;6;0;2;0;4;87%;13%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;32%;44%;24%;2,458;13%;4%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;60;24;2;0;13;0;1,6202;2,7503;4,0741;6,24;7,16;7,45;6;0;2;0;4;87%;13%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;32%;44%;24%;2,500;8%;4%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;61;24;2;0;13;0;1,6202;2,7414;4,0741;6,24;7,16;7,45;6;0;2;0;4;87%;13%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;32%;44%;24%;2,542;8%;4%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;62;24;2;0;13;0;1,6202;2,7314;4,0741;6,24;7,20;7,45;6;0;2;0;4;87%;13%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;32%;44%;24%;2,583;8%;4%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;63;24;2;0;13;0;1,6202;2,7198;4,0741;6,24;7,20;7,45;6;0;2;0;4;87%;13%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;35%;42%;23%;2,625;8%;8%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;64;24;2;0;13;0;1,6202;2,7110;4,0741;6,24;7,20;7,45;6;0;2;0;4;87%;13%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;35%;42%;23%;2,667;8%;8%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;65;25;2;0;13;0;1,3674;2,6477;4,0741;6,24;7,20;7,45;6;0;2;0;4;88%;13%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;33%;44%;22%;2,600;12%;8%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;66;26;2;0;13;0;1,3853;2,6046;4,0741;6,24;7,23;7,45;6;0;2;0;4;88%;12%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;36%;43%;21%;2,538;15%;8%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;67;27;2;0;13;0;1,2407;2,5449;4,0741;6,24;7,23;7,45;6;0;2;0;4;88%;12%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;34%;45%;21%;2,481;19%;7%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;68;27;2;0;13;0;1,1156;2,5362;4,0741;6,24;7,23;7,45;6;0;2;0;4;88%;12%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;34%;45%;21%;2,519;15%;7%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:50;GenCA2;good-cp5;good-cp5;0;2;0;69;27;2;0;13;0;1,0061;2,5290;4,0741;6,24;7,23;7,45;6;0;2;0;4;88%;12%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;34%;45%;21%;2,556;15%;7%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:51;GenCA2;good-cp5;good-cp5;0;2;0;70;27;2;0;13;1;0,9115;2,5229;4,0741;4,3165;6,32;7,45;6;0;2;0;4;88%;12%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;34%;45%;21%;2,593;15%;7%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-23 09:36:51;GenCA2;good-cp5;good-cp5;0;3;1;84;30;0;0;17;1;1,8187;3,0425;3,9524;2,6268;5,20;10,08;5;0;5;0;4;66%;34%;20%;0%;4,20;6;26;22;0;16;63%;38%;25%;22%;41%;38%;2,800;7%;7%;0%;0%;10%;10%;0%;20%;10%;10%;10%;0%;20%;10%;10%;
2017-10-23 09:36:52;GenCA2;good-cp5;good-cp5;0;3;1;1;1;0;0;0;0;0;0;0;2,6268;5,20;10,08;1;0;0;0;0;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind);0;0;9;0;0;-nan(ind)%;-nan(ind)%;-nan(ind)%;0%;0%;100%;1,000;100%;0%;0%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;
2017-10-23 09:36:52;GenCA2;good-cp5;good-cp5;0;3;1;2;1;0;0;0;0;0,0000038147;0,0000038147;0,0000038147;2,6268;5,20;10,08;1;0;0;0;0;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind);0;0;9;0;0;-nan(ind)%;-nan(ind)%;-nan(ind)%;0%;0%;100%;2,000;0%;0%;0%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;
2017-10-23 09:36:53;GenCA2;good-cp5;good-cp5;0;3;1;3;1;0;0;0;0;0,0000038147;0,0000038147;0,0000038147;2,6268;5,20;10,08;1;0;0;0;0;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind);0;0;9;0;0;-nan(ind)%;-nan(ind)%;-nan(ind)%;0%;0%;100%;3,000;0%;0%;0%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;
2017-10-23 09:36:53;GenCA2;good-cp5;good-cp5;0;3;1;4;1;0;0;0;0;0,0000038147;0,0000038147;0,0000038147;2,6268;5,20;10,08;1;0;0;0;0;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind);0;0;9;0;0;-nan(ind)%;-nan(ind)%;-nan(ind)%;0%;0%;100%;4,000;0%;0%;0%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;
2017-10-23 09:36:53;GenCA2;good-cp5;good-cp5;0;3;1;5;1;0;0;0;0;0,0000038147;0,0000038147;0,0000038147;2,6268;5,20;10,08;1;0;0;0;0;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind);0;0;9;0;0;-nan(ind)%;-nan(ind)%;-nan(ind)%;50%;0%;50%;5,000;0%;100%;0%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;
2017-10-23 09:36:53;GenCA2;good-cp5;good-cp5;0;3;1;6;1;0;0;0;0;0,0000047683;0,0000047683;0,0000047684;2,6268;5,20;10,08;1;0;0;0;0;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind);0;0;9;0;0;-nan(ind)%;-nan(ind)%;-nan(ind)%;50%;0%;50%;6,000;0%;100%;0%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;-nan(ind)%;
2017-10-23 09:36:53;GenCA2;good-cp5;good-cp5;0;3;1;7;2;0;0;5;0;1,7163;1,7229;1,7295;2,6268;5,20;10,08;1;0;0;0;0;0%;100%;0%;0%;4,00;1;4;14;0;7;-nan(ind)%;-nan(ind)%;-nan(ind)%;33%;0%;67%;3,500;50%;50%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:53;GenCA2;good-cp5;good-cp5;0;3;1;8;2;0;0;5;0;2,1349;2,1423;2,1514;2,6268;5,20;10,08;1;0;0;0;0;0%;100%;0%;0%;4,00;1;4;14;0;7;-nan(ind)%;-nan(ind)%;-nan(ind)%;33%;0%;67%;4,000;0%;50%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:53;GenCA2;good-cp5;good-cp5;0;3;1;9;3;0;0;5;0;2,0136;2,0393;2,0563;2,6268;5,20;10,08;1;0;0;0;1;0%;100%;0%;0%;3,50;2;7;14;0;7;-nan(ind)%;-nan(ind)%;-nan(ind)%;25%;25%;50%;3,000;33%;33%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:53;GenCA2;good-cp5;good-cp5;0;3;1;10;3;0;0;5;0;1,9391;1,9621;1,9853;2,6268;5,20;10,08;1;0;0;0;1;0%;100%;0%;0%;3,50;2;7;14;0;7;-nan(ind)%;-nan(ind)%;-nan(ind)%;25%;25%;50%;3,333;0%;33%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:53;GenCA2;good-cp5;good-cp5;0;3;1;11;3;0;0;5;0;1,8863;1,8986;1,9136;2,6268;5,20;10,08;1;0;0;0;1;0%;100%;0%;0%;3,50;2;7;14;0;7;-nan(ind)%;-nan(ind)%;-nan(ind)%;25%;25%;50%;3,667;0%;33%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:53;GenCA2;good-cp5;good-cp5;0;3;1;12;3;0;0;5;0;1,8379;1,8452;1,8492;2,6268;5,20;10,08;1;0;0;0;1;0%;100%;0%;0%;3,50;2;7;14;0;7;-nan(ind)%;-nan(ind)%;-nan(ind)%;25%;25%;50%;4,000;0%;33%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:53;GenCA2;good-cp5;good-cp5;0;3;1;13;3;0;0;5;0;1,7587;1,7995;1,8237;2,6268;5,20;10,08;1;0;0;0;1;0%;100%;0%;0%;3,50;2;7;14;0;7;-nan(ind)%;-nan(ind)%;-nan(ind)%;40%;20%;40%;4,333;0%;67%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:53;GenCA2;good-cp5;good-cp5;0;3;1;14;3;0;0;5;0;1,6732;1,7602;1,8068;2,6268;5,20;10,08;1;0;0;0;1;0%;100%;0%;0%;3,50;2;7;14;0;7;-nan(ind)%;-nan(ind)%;-nan(ind)%;40%;20%;40%;4,667;0%;67%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:53;GenCA2;good-cp5;good-cp5;0;3;1;15;4;0;0;5;0;1,6288;1,7181;1,8056;2,6268;5,20;10,08;1;0;1;0;1;33%;67%;50%;0%;3,50;2;7;14;0;7;-nan(ind)%;-nan(ind)%;-nan(ind)%;33%;17%;50%;3,750;25%;50%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:53;GenCA2;good-cp5;good-cp5;0;3;1;16;5;0;0;5;0;1,7708;1,7946;1,8238;2,6268;5,20;10,08;1;0;1;0;1;50%;50%;50%;0%;3,50;2;7;14;0;9;-nan(ind)%;-nan(ind)%;-nan(ind)%;29%;29%;43%;3,200;40%;40%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:53;GenCA2;good-cp5;good-cp5;0;3;1;17;6;0;0;5;0;1,6730;1,7408;1,8226;2,6268;5,20;10,08;1;0;2;0;1;60%;40%;50%;0%;3,50;2;7;14;0;9;-nan(ind)%;-nan(ind)%;-nan(ind)%;25%;25%;50%;2,833;50%;33%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:53;GenCA2;good-cp5;good-cp5;0;3;1;18;6;0;0;5;0;1,5784;1,7019;1,8226;2,6268;5,20;10,08;1;0;2;0;1;60%;40%;50%;0%;3,50;2;7;14;0;9;-nan(ind)%;-nan(ind)%;-nan(ind)%;25%;25%;50%;3,000;33%;33%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:53;GenCA2;good-cp5;good-cp5;0;3;1;19;7;0;0;7;0;1,8187;1,9131;1,9851;2,6268;5,20;10,08;1;0;2;0;1;50%;50%;33%;0%;3,33;3;10;16;0;11;-nan(ind)%;-nan(ind)%;-nan(ind)%;33%;22%;44%;2,714;43%;29%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
2017-10-23 09:36:53;GenCA2;good-cp5;good-cp5;0;3;1;20;7;0;0;7;0;1,8187;2,0367;2,2252;2,6268;5,20;10,08;1;0;2;0;1;50%;50%;33%;0%;3,33;3;10;16;0;11;-nan(ind)%;-nan(ind)%;-nan(ind)%;33%;22%;44%;2,857;29%;29%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;
