Set;Rid;Species;Voices;Severity;Class;Group;Name;SubName;Accept;Comment;SubComment;Viztype;VI;VC;VH;VS;VT;FQ;CF;GF;IF;DEU;MEI;ER;UE;R
1;372;10;;50;Melody;Tritone;Audible tritone: framed;:unresolved;0;Melodic tritone with one intermediate note, framed by two melody direction changes or leaps;;13;;1;;;;38;2;;;;;371;;
1;368;2345;;50;Melody;Tritone;Tritone: adjacent;:resolved;0;Melodic adjacent tritone, not accented or framed;;13;;1;;;;3;1;;;;;;;
1;369;2345;;100;Melody;Tritone;Tritone: adjacent;:unresolved;0;Melodic adjacent tritone, not accented or framed;;13;;1;;;;6;2;;;;;368;;
1;365;2345;;50;Melody;Tritone;Tritone: adjacent framed;:resolved;0;Melodic adjacent tritone, framed by two melody direction changes;;13;;1;;;;18;4;;;;;;;
1;366;2345;;100;Melody;Tritone;Tritone: adjacent framed;:unresolved;0;Melodic adjacent tritone, framed by two melody direction changes;;13;;1;;;;20;5;;;;;365;;
1;360;2345;;50;Melody;Tritone;Tritone: adjacent accented;:resolved;0;Melodic adjacent tritone, last note is long or repeated;;13;;1;;;;1;0;1;;;;368;;
1;361;2345;;100;Melody;Tritone;Tritone: adjacent accented;:unresolved;0;Melodic adjacent tritone, last note is long or repeated;;13;;1;;;;8;3;1;;;;360,368,369;;
1;18;2345;;0;Melody;Tritone;Audible tritone: framed;:resolved;0;Tritone within measure with intermediate notes, framed by two melody direction changes;;13;;1;;;;4;0;1;;;;;;
1;19;2345;;50;Melody;Tritone;Audible tritone: framed;:unresolved;0;Tritone within measure with intermediate notes, framed by two melody direction changes;;13;;1;;;;33;21;1;;;;18;;
1;342;2345;;0;Melody;Tritone;Audible tritone: accented;:resolved;0;Tritone within measure with intermediate notes, last note is long or repeated;;13;;1;;;;0;0;;;;;;;
1;343;2345;;50;Melody;Tritone;Audible tritone: accented;:unresolved;0;Tritone within measure with intermediate notes, last note is long or repeated;;13;;1;;;;7;2;1;;;;342;;
1;67;;;0;Melody;Range;Skipped notes;1;-1;Skipped notes that do not appear within this voice;;;;1;;;;174;45;1;;;;;;
1;68;;;0;Melody;Range;Skipped notes;>1;-1;Skipped notes that do not appear within this voice;;;;1;;;;20;10;1;;;;;;
1;69;;;0;Melody;Range;Skipped notes;>1 joined;0;Skipped notes that do not appear within this voice;;;;1;;;;69;24;1;;;;;;
1;522;;;50;Melody;Range;Out of vocal range;/out of range;0;;Notes are too high or too low for vocal range specified for this voice;12;;1;;;Vocal range;;;;;;;;;
1;523;;;50;Melody;Range;Wrong order of vocal ranges;/above higher;0;;This vocal range should not be above higher vocal range;;;1;;;;;;;;;;;;
1;524;;;50;Melody;Range;Imbalance between vocal ranges;>7 quarters;0;One voice is in its highest third of range, while the other voice is in its lowest third range for AA quarters;;12;;1;;;Imbalance;;;;;;;;;
1;526;;;100;Melody;Range;Imbalance between vocal ranges;>12 quarters;0;One voice is in its highest third of range, while the other voice is in its lowest third range for AA quarters;;12;;1;;;Imbalance;;;;;;;;;
1;434;0;;100;Melody;Range;Stagnation;5 notes <m3;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;2;0;;;;;;;
1;435;0;;50;Melody;Range;Stagnation;7 notes <4th;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;7;0;;;;;;;
1;436;0;;50;Melody;Range;Stagnation;11 notes <5th;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;3;0;;;;;;;
1;437;0;;0;Melody;Range;Stagnation;15 notes <m6;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;3;0;;;;;;;
1;434;1;;100;Melody;Range;Stagnation;5 notes <m3;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;2;0;;;;;;;
1;435;1;;50;Melody;Range;Stagnation;7 notes <4th;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;7;0;;;;;;;
1;436;1;;50;Melody;Range;Stagnation;11 notes <5th;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;3;0;;;;;;;
1;437;1;;0;Melody;Range;Stagnation;15 notes <m6;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;3;0;;;;;;;
1;434;2;;100;Melody;Range;Stagnation;5 notes <m3;0;;AA consecutive notes have total range less than interval BB;9;;1;;;Stagnation;2;0;;;;;;;
1;435;2;;50;Melody;Range;Stagnation;8 notes <4th;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;7;0;;;;;;;
1;436;2;;50;Melody;Range;Stagnation;11 notes <5th;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;3;0;;;;;;;
1;437;2;;0;Melody;Range;Stagnation;17 notes <m6;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;3;0;;;;;;;
1;434;3;;100;Melody;Range;Stagnation;5 notes <m3;0;;AA consecutive notes have total range less than interval BB;9;;1;;;Stagnation;2;0;;;;;;;
1;435;3;;50;Melody;Range;Stagnation;9 notes <4th;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;7;0;;;;;;;
1;436;3;;50;Melody;Range;Stagnation;12 notes <5th;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;3;0;;;;;;;
1;437;3;;0;Melody;Range;Stagnation;19 notes <m6;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;3;0;;;;;;;
1;434;4;;100;Melody;Range;Stagnation;5 notes <m3;0;;AA consecutive notes have total range less than interval BB;9;;1;;;Stagnation;2;0;;;;;;;
1;435;4;;50;Melody;Range;Stagnation;7 notes <4th;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;7;0;;;;;;;
1;436;4;;50;Melody;Range;Stagnation;11 notes <5th;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;3;0;;;;;;;
1;437;4;;0;Melody;Range;Stagnation;15 notes <m6;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;3;0;;;;;;;
1;434;5;;100;Melody;Range;Stagnation;5 notes <m3;0;;AA consecutive notes have total range less than interval BB;9;;1;;;Stagnation;2;0;;;;;;;
1;435;5;;50;Melody;Range;Stagnation;9 notes <4th;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;7;0;;;;;;;
1;436;5;;50;Melody;Range;Stagnation;14 notes <5th;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;3;0;;;;;;;
1;437;5;;0;Melody;Range;Stagnation;19 notes <m6;0;;AA consecutive notes have total pitch range less than interval BB;9;;1;;;Stagnation;3;0;;;;;;;
1;15;;;0;Melody;Range;No melody development;12 notes <12;0;;Averaged melody direction within AA notes is less than BB deci-semitones;9;;1;;;Stagnation;36;2;;1;;1;;;
1;16;;;0;Melody;Range;No melody development;15 notes <15;0;;Averaged melody direction within AA notes is less than BB deci-semitones;9;;1;;;Stagnation;20;1;;1;;;;;
1;74;;;50;Melody;Melodic minor;bVII degree;:before the tonic;0;;Before tonic note: next (or second to next in cadence) in melodic minor, if both notes are chord tones;8;;1;;;VIIb, not LT;31;4;1;;;;;;
1;200;;;0;Melody;Melodic minor;bVII degree;10 after VII#;0;;AA notes after VII# note;8;;1;;;VII after VII#;28;7;;;;;;;
1;349;;;0;Melody;Melodic minor;bVII degree near VI# degree;4 notes before;0;;AA notes before VI#;8;;1;;;VII near VI#;52;1;;;;;;;
1;350;;;0;Melody;Melodic minor;bVII degree near VI# degree;4 notes after;0;;AA notes after VI#;8;;1;;;VII near VI#;43;0;;;;;;;
1;203;;;50;Melody;Melodic minor;bVII degree near VI# degree;immediate;0;;Prohibited even if one or both notes are non-chord tones;8;;1;;;bVII<->VI#;;;;;;;;;
1;199;;;0;Melody;Melodic minor;VI# degree without close VII# degree;within 2 notes;0;There is no VII# note before or after VI# chord tone in close proximity;;;;1;;;;65;2;;;;;;;
1;201;10;;50;Melody;Melodic minor;VI# should be surrounded by ascending stepwise motion;/VI#;0;Chord tone VI# is not surrounded by stepwise diatonic ascending movement;;8;;1;;;VI# not asc.;9;2;;;;;;;
1;202;10;;50;Melody;Melodic minor;VIIb should be surrounded by descending stepwise motion;/VIIb;0;Chord tone VII natural is not surrounded by stepwise diatonic descending movement;;8;;1;;;VII not desc.;;;;;;;;;
1;201;2345;;0;Melody;Melodic minor;VI# should be surrounded by ascending stepwise motion;/VI#;0;Chord tone VI# is not surrounded by stepwise diatonic ascending movement;;8;;1;;;VI# not asc.;9;2;;;;;;;
1;202;2345;;0;Melody;Melodic minor;VIIb should be surrounded by descending stepwise motion;/VIIb;0;Chord tone VII natural is not surrounded by stepwise diatonic descending movement;;8;;1;;;VII not desc.;;;;;;;;;
1;521;;;100;Melody;Melodic minor;Note is not part of the mode;/wrong alteration;0;;Used alterations are not part of current mode (major I#, II# or VI# notes).;;;1;;;;;;;;;;;;
1;152;;;100;Melody;Melodic minor;Chromaticism: close;VI<->VI#;0;These two notes are tightly close;Chromatic;8;;1;;;!srn!;1;1;1;;;;;;
1;153;;;100;Melody;Melodic minor;Chromaticism: close;VII<->VII#;0;These two notes are tightly close;Chromatic;8;;1;;;!srn!;3;2;1;;;;;;
1;158;;;50;Melody;Melodic minor;Chromaticism: far;VI<->VI#;0;These two notes are one note apart and are in neighboring harmonies;;8;;1;;;!srn!;7;3;1;;;;;;
1;159;;;50;Melody;Melodic minor;Chromaticism: far;VII<->VII#;0;These two notes are one note apart and are in neighboring harmonies;;8;;1;;;!srn!;3;1;1;;;;;;
1;154;;;50;Melody;Melodic minor;Dim or aug melodic interval;VI<->VII#;0;;Augmented / diminished;8;;1;;;!srn!;15;3;1;;;;;;
1;155;;;100;Melody;Melodic minor;Dim or aug melodic interval;VI#<->III;0;;Augmented / diminished;8;;1;;;!srn!;4;1;1;;;;;;
1;156;;;100;Melody;Melodic minor;Dim or aug melodic interval;VII#-III;0;;Augmented / diminished;8;;1;;;!srn!;7;3;1;;;;;;
1;157;;;100;Melody;Melodic minor;Dim or aug melodic interval;III-VII#;0;;Augmented / diminished;8;;1;;;!srn!;3;1;1;;;;;;
1;432;;;0;Melody;Melodic minor;Dim or aug melodic interval;III-VII#-I down;1;;III-VII# downward notes, then I note;8;;1;;;!srn!;2;0;1;;;;157;;
1;377;;;100;Harmony;Melodic minor;False chromatic relation: in outer voices;VI<->VI#;0;These two notes are harmonic tones in neighboring harmonies, but are in different voices;;1;;;;;;6;1;;;;;;;
1;378;;;100;Harmony;Melodic minor;False chromatic relation: in outer voices;VII<->VII#;0;These two notes are harmonic tones in neighboring harmonies, but are in different voices;;;;;;;;7;0;1;;;;;;
1;164;;;50;Harmony;Melodic minor;False chromatic relation: in non-outer voices;VI<->VI#;0;These two notes are harmonic tones in neighboring harmonies, but are in different voices;;1;;;;;;25;4;1;;;;;;
1;165;;;50;Harmony;Melodic minor;False chromatic relation: in non-outer voices;VII<->VII#;0;These two notes are harmonic tones in neighboring harmonies, but are in different voices;;;;;;;;30;6;1;;;;;;
1;17;;;0;Harmony;Harmony;Repeating functions in a row;>4 T;0;More than AA consecutive harmonies all have this letter;;9;;1;;;Weak prog.;6;0;;1;;;;;17,20,23,48,57,77,92,99,428,429,430,431
1;428;;;0;Harmony;Harmony;Repeating functions in a row;>4 D;0;More than AA consecutive harmonies all have this letter;;9;;1;;;Weak prog.;1;0;;1;;;;;17,20,23,48,57,77,92,99,428,429,430,431
1;429;;;0;Harmony;Harmony;Repeating functions in a row;>4 S;0;More than AA consecutive harmonies all have this letter;;9;;1;;;Weak prog.;1;0;;1;;;;;17,20,23,48,57,77,92,99,428,429,430,431
1;20;;;0;Harmony;Harmony;Missing functions in a row;>5 without T;0;More than AA consecutive harmonies do not have this letter;;9;;1;;;No T;5;0;;1;;;;;17,20,23,48,57,77,92,99,428,429,430,431
1;430;;;0;Harmony;Harmony;Missing functions in a row;>5 without D;0;More than AA consecutive harmonies do not have this letter;;9;;1;;;No D;10;0;;1;;;;;17,20,23,48,57,77,92,99,428,429,430,431
1;431;;;0;Harmony;Harmony;Missing functions in a row;>6 without S;0;More than AA consecutive harmonies do not have this letter;;9;;1;;;No S;3;0;;1;;;;;17,20,23,48,57,77,92,99,428,429,430,431
1;310;;;0;Harmony;Harmony;Too many tonic chords;>2 within 9 mea.;0;;More than AA tonic chords within BB consecutive harmonies (except first and last tonic). At border without tonic - one more tonic is allowed. Inversion decreases 50%;1;;1;;;;3;0;;1;;;;;
1;555;;;100;Harmony;Harmony;Convoluted harmony;/convoluted;0;Cannot detect harmony;;1;;1;;;;;;;;;;;;
1;558;;;100;Harmony;Harmony;Ambiguous harmony;/ambiguous;0;Chord should have at least one chord tone starting on the first beat of this chord;;1;;1;;;;;;;;;;;;
1;559;;;50;Harmony;Harmony;Incomplete harmony;any - no 3rd;0;;Starting from 3 voices chord should have tonic and 3rd or 5th and 3rd on first beat or suspension resolution or PDD resolution note;1;;1;;;;;;;;;;;;
1;172;;;50;Harmony;Harmony;Incomplete harmony;penultimate;0;;Starting from 3 voices chords in penultimate measure should have all three chord tones on first beat or suspension resolution or PDD resolution note. In 2 voices - at least two chord tones.;1;;1;;;;;;;;;;;;
1;251;;>2;50;Harmony;Harmony;Two consecutive incomplete harmonies;/2;0;;There should not be two consecutive harmonies, both lacking one of three chord tones on downbeat or PDD resolution or sus resolution;1;;1;;;;;;;;;;;;
1;375;;;50;Harmony;Harmony;Augmented chord;DTIII;0;;;1;;1;;;;11;0;1;;;;;;
1;383;;;50;Harmony;Harmony;Six-four chord;:audible;0;;6/4 chord with non-repeating 5th on beat 2 or 4;1;;1;;;;20;0;1;;;;;;
1;196;;;50;Harmony;Harmony;Six-four chord;:suggestive;0;;6/4 chord with repeating 5th on beat 2 or 4;1;;1;;;;;;1;;;;;;
1;433;;;100;Harmony;Harmony;Six-four chord;real;0;;6/4 chord with 5th on beat 1 or 3;1;;1;;;;172;0;1;;;;;;
1;194;;<3;50;Harmony;Harmony;7th chord;/7th;0;;;1;;;;;;;;;;;;;;
1;194;;>2;50;Harmony;Harmony;7th chord;/7th;0;;;1;;;;;;;;;;;;;;
1;48;;;50;Harmony;Harmony;Cadential progression;V-I;0;;Bass note going from V note to I octave in outer voices in D-T progression before cadence;1;;1;;;;1;1;1;;;;;;17,20,23,48,57,77,92,99,428,429,430,431
1;308;;;50;Harmony;Harmony;Modulating progression;IV-VII (m);0;;Prohibit VII (GBD) in root position after IV (DF#A) in root position in minor, because it is modulating;1;;1;;;;2;1;1;;;;;;
1;309;;;50;Harmony;Harmony;Modulating progression;VII-III (m);0;;Prohibit III (CEG) in root position after VII (GBD) in root position in minor because it is modulating;1;;1;;;;2;1;1;;;;;;
1;139;;;50;Harmony;Harmony;Modulating progression;II-III (m);0;;Prohibit III (CEG) in root position after II (BDF) in minor because it is modulating;1;;1;;;;;;;;;;;;
1;77;;;0;Harmony;Harmony;Harmonic progression;non-ideal;-1;;See harmonic progressions with penalty 1;9;;1;;;Weak prog.;612;0;;;;;;;17,20,23,48,57,77,92,99,428,429,430,431
1;57;;;0;Harmony;Harmony;Harmonic progression;bad;-1;;See harmonic progressions with penalty 2;9;;1;;;Weak prog.;535;1;;;;;;;17,20,23,48,57,77,92,99,428,429,430,431
1;92;;;0;Harmony;Harmony;Harmonic progression;2 x bad;-1;;Two consecutive harmonic progressions each with penalty 2;9;;1;;;Weak prog.;103;1;;;;;;;17,20,23,48,57,77,92,99,428,429,430,431
1;23;;;0;Harmony;Harmony;Harmonic progression;3 x bad;0;;Three consecutive harmonic progressions each with penalty 2;9;;1;4;;Weak prog.;19;1;;;;;;;17,20,23,48,57,77,92,99,428,429,430,431
1;418;;;0;Harmony;Harmony;Repeated harmony;in changed inversion;0;Harmonic stagnation;Chord is repeated, but inversion is changed;1;;1;;;;130;3;;;;;;;
1;99;;;50;Harmony;Harmony;Repeated harmony;:in same inversion;0;Harmonic stagnation;Chord is repeated with same inversion;1;;1;;;;28;1;;;;;;;17,20,23,48,57,77,92,99,428,429,430,431
1;321;;;50;Harmony;Harmony;Repeated harmony;:three times;0;Harmonic stagnation;Same chord is used 3 times consecutively;9;;1;;;!rn!;7;1;1;;;;;;
1;222;;;50;Harmony;Perfect consonance;Doubling of a tritone note;/doubling;0;;Doubling of one of tritone notes is prohibited if both tritone notes are chord tones and both exist in voices in current measure;;;1;;;;;;;;;;;;
1;324;;<5;50;Harmony;Perfect consonance;Doubling of leading-tone;/LT doubling;0;;Leading tone harmonic octave for leaping notes and downbeat;2;;1;;;;23;9;1;;;;;;
1;324;;>4EB;50;Harmony;Perfect consonance;Doubling of leading-tone;/LT doubling;0;;Leading tone harmonic octave for leaping notes and downbeat;2;;1;;;;23;9;1;;;;;;
1;324;;>4N;0;Harmony;Perfect consonance;Doubling of leading-tone;/LT doubling;0;;Leading tone harmonic octave for leaping notes and downbeat;2;;1;;;;23;9;1;;;;;;
1;325;;;0;Harmony;Perfect consonance;Culmination on 5th: long downbeat;/culmination;0;Local culmination in upper voice within 4 measures in sp5. Sounds empty except last measure;Downbeat 5th 1/2 or longer;2;1;1;;;;0;0;1;;;;;;
1;326;;;0;Harmony;Perfect consonance;Culmination on 8ve / unison: long downbeat;/culmination;0;Local culmination in upper voice within 4 measures in sp5. Sounds empty except last measure;Downbeat octave 1/2 or longer;2;1;1;;;;3;0;1;;;;;;
1;84;;;100;Harmony;Perfect consonance;Consecutive 5ths;parallel;0;;;7;1;;;;!fn!;32;5;1;;;;;;
1;85;;<6;50;Harmony;Perfect consonance;Consecutive 5ths;contrary;0;;;7;1;;;;!fn!;0;0;1;;;;;;
1;85;;6E;50;Harmony;Perfect consonance;Consecutive 5ths;contrary;0;;;7;1;;;;!fn!;0;0;1;;;;;;
1;481;;;100;Harmony;Perfect consonance;Consecutive 8ves or unisons;parallel;0;;;7;1;;;;!fn!;65;37;1;;;;;;
1;482;;<6;50;Harmony;Perfect consonance;Consecutive 8ves or unisons;contrary;0;;Contrary octaves are possible in cadence;7;1;;;;!fn!;9;4;1;;;;;;
1;482;;6E;50;Harmony;Perfect consonance;Consecutive 8ves or unisons;contrary;0;;Contrary octaves are possible in cadence;7;1;;;;!fn!;9;4;1;;;;;;
1;248;;<5;0;Harmony;Perfect consonance;Parallel 5ths: < measure apart;upbeat contrary;1;Two same non-close perfect consonances in neighboring measures less one measure length apart;Contrary movement between the two intervals, second interval is on upbeat, both notes of second interval do not start simultaneously;7;1;;;;!fn!;9;1;1;;;;;;
1;376;;<5;0;Harmony;Perfect consonance;Parallel 5ths: < measure apart;last contrary;1;Two same non-close perfect consonances in neighboring measures less one measure length apart;Contrary movement to last interval in counterpoint;7;1;;;;!fn!;0;0;1;;;;;;
1;249;;<5;0;Harmony;Perfect consonance;Parallel 5ths: < measure apart;non-chord;1;Two same non-close perfect consonances in neighboring measures less one measure length apart;One of intervals is created by non-chord tone or chord tone in melodic position, second interval is on upbeat, both notes of second interval do not start simultaneously, species 3 or 5;7;1;;;;!fn!;72;9;1;;;;;;
1;316;;<5;100;Harmony;Perfect consonance;Parallel 5ths: < measure apart;downbeat;0;Two same non-close perfect consonances in neighboring measures less one measure length apart;Second interval is on downbeat;7;1;;;;!fn!;19;5;1;;;;;;
1;385;;<5;50;Harmony;Perfect consonance;Parallel 5ths: < measure apart;sus harm;0;Two same non-close perfect consonances in neighboring measures less one measure length apart;Second interval is formed by harmonic suspension on downbeat;7;1;;;;!fn!;22;2;1;;;;;;
1;250;;<5;50;Harmony;Perfect consonance;Parallel 5ths: < measure apart;upbeat;0;Two same non-close perfect consonances in neighboring measures less one measure length apart;If other rules for second interval on upbeat did not apply;7;1;;;;!fn!;18;5;1;;;;249;;
1;248;;>4;0;Harmony;Perfect consonance;Parallel 5ths: < measure apart;upbeat contrary;1;Two same non-close perfect consonances in neighboring measures less one measure length apart;Contrary movement between the two intervals, second interval is on upbeat, both notes of second interval do not start simultaneously;7;1;;;;!fn!;9;1;1;;;;;;
1;376;;>4;0;Harmony;Perfect consonance;Parallel 5ths: < measure apart;last contrary;1;Two same non-close perfect consonances in neighboring measures less one measure length apart;Contrary movement to last interval in counterpoint;7;1;;;;!fn!;0;0;1;;;;;;
1;249;;>4;0;Harmony;Perfect consonance;Parallel 5ths: < measure apart;non-chord;1;Two same non-close perfect consonances in neighboring measures less one measure length apart;One of intervals is created by non-chord tone or chord tone in melodic position, second interval is on upbeat, both notes of second interval do not start simultaneously, species 3 or 5;7;1;;;;!fn!;72;9;1;;;;;;
1;316;;>4;100;Harmony;Perfect consonance;Parallel 5ths: < measure apart;downbeat;0;Two same non-close perfect consonances in neighboring measures less one measure length apart;Second interval is on downbeat;7;1;;;;!fn!;19;5;1;;;;;;
1;385;;>4;50;Harmony;Perfect consonance;Parallel 5ths: < measure apart;sus harm;0;Two same non-close perfect consonances in neighboring measures less one measure length apart;Second interval is formed by harmonic suspension on downbeat;7;1;;;;!fn!;22;2;1;;;;;;
1;250;;>4;0;Harmony;Perfect consonance;Parallel 5ths: < measure apart;upbeat;1;Two same non-close perfect consonances in neighboring measures less one measure length apart;If other rules for second interval on upbeat did not apply;7;1;;;;!fn!;18;5;1;;;;249;;
1;484;;<5;0;Harmony;Perfect consonance;Parallel 8ves / unisons: < measure apart;upbeat contrary;1;Two same non-close perfect consonances in neighboring measures less than one measure length apart;Contrary movement between the two intervals, second interval is on upbeat, both notes of second interval do not start simultaneously;7;1;;;;!fn!;22;3;1;;;;;;
1;485;;<5;0;Harmony;Perfect consonance;Parallel 8ves / unisons: < measure apart;last contrary;1;Two same non-close perfect consonances in neighboring measures less than one measure length apart;Contrary movement to last interval in counterpoint;7;1;;;;!fn!;8;4;1;;;;;;
1;488;;<5;0;Harmony;Perfect consonance;Parallel 8ves / unisons: < measure apart;non-chord;1;Two same non-close perfect consonances in neighboring measures less than one measure length apart;One of intervals is created by non-chord tone or chord tone in melodic position, second interval is on upbeat, both notes of second interval do not start simultaneously, species 3 or 5;7;1;;;;!fn!;81;28;1;;;;;;
1;490;;<5;100;Harmony;Perfect consonance;Parallel 8ves / unisons: < measure apart;downbeat;0;Two same non-close perfect consonances in neighboring measures less than one measure length apart;Second interval is on downbeat;7;1;;;;!fn!;42;12;1;;;;;;
1;491;;<5;50;Harmony;Perfect consonance;Parallel 8ves / unisons: < measure apart;sus harm;0;Two same non-close perfect consonances in neighboring measures less than one measure length apart;Second interval is formed by harmonic suspension on downbeat;7;1;;;;!fn!;4;2;1;;;;;;
1;492;;<5;50;Harmony;Perfect consonance;Parallel 8ves / unisons: < measure apart;upbeat;0;Two same non-close perfect consonances in neighboring measures less than one measure length apart;If other rules for second interval on upbeat did not apply;7;1;;;;!fn!;43;12;1;;;;488;;
1;484;;>4;0;Harmony;Perfect consonance;Parallel 8ves / unisons: < measure apart;upbeat contrary;1;Two same non-close perfect consonances in neighboring measures less than one measure length apart;Contrary movement between the two intervals, second interval is on upbeat, both notes of second interval do not start simultaneously;7;1;;;;!fn!;22;3;1;;;;;;
1;485;;>4;0;Harmony;Perfect consonance;Parallel 8ves / unisons: < measure apart;last contrary;1;Two same non-close perfect consonances in neighboring measures less than one measure length apart;Contrary movement to last interval in counterpoint;7;1;;;;!fn!;8;4;1;;;;;;
1;488;;>4;0;Harmony;Perfect consonance;Parallel 8ves / unisons: < measure apart;non-chord;1;Two same non-close perfect consonances in neighboring measures less than one measure length apart;One of intervals is created by non-chord tone or chord tone in melodic position, second interval is on upbeat, both notes of second interval do not start simultaneously, species 3 or 5;7;1;;;;!fn!;81;28;1;;;;;;
1;490;;>4;100;Harmony;Perfect consonance;Parallel 8ves / unisons: < measure apart;downbeat;0;Two same non-close perfect consonances in neighboring measures less than one measure length apart;Second interval is on downbeat;7;1;;;;!fn!;42;12;1;;;;;;
1;491;;>4;50;Harmony;Perfect consonance;Parallel 8ves / unisons: < measure apart;sus harm;0;Two same non-close perfect consonances in neighboring measures less than one measure length apart;Second interval is formed by harmonic suspension on downbeat;7;1;;;;!fn!;4;2;1;;;;;;
1;492;;>4;0;Harmony;Perfect consonance;Parallel 8ves / unisons: < measure apart;upbeat;1;Two same non-close perfect consonances in neighboring measures less than one measure length apart;If other rules for second interval on upbeat did not apply;7;1;;;;!fn!;43;12;1;;;;488;;
1;91;;;50;Harmony;Perfect consonance;Unison;:on downbeat;0;;Downbeat unison is not allowed inside counterpoint - only as first or last interval of counterpoint: except >4 voices or between two lowest voices in 4 voices.;2;1;1;;;;6;2;1;;;;;;
1;275;;;50;Harmony;Perfect consonance;Unison;:follows m2;0;;Oblique motion from minor 2nd to unison;8;1;1;;;m2 - unis.;10;2;1;;;;;;
1;277;;;0;Harmony;Perfect consonance;Unison;:follows M2;1;;Oblique motion from major 2nd to unison;8;1;1;;;M2 - unis.;1;1;1;;;;;;
1;208;;;100;Harmony;Perfect consonance;Similar motion to 5th in outer voices;stepw. cadence;0;;Direct movement to 5th with stepwize motion in higher voice to last measure;7;3;;;;!fn!;1;1;1;;;;;;
1;212;;;100;Harmony;Perfect consonance;Similar motion to 5th in outer voices;leap cadence;0;;Direct movement to 5th with leaping motion in higher voice to last measure;7;3;;;;!fn!;5;1;1;;;;;;
1;210;;;100;Harmony;Perfect consonance;Similar motion to 5th in outer voices;downbeat, not cadence;0;;Direct movement to 5th: not in cadence;7;3;;;;!fn!;19;9;1;;;;;;
1;166;;;50;Harmony;Perfect consonance;Similar motion to 5th in outer voices;upbeat, not cadence;0;;Direct movement to 5th: not in cadence;7;3;;;;!fn!;;;;;;;;;
1;72;;;0;Harmony;Perfect consonance;Similar motion to unison;stepw. cadence;1;;Direct movement to unison with stepwize motion in higher voice to last measure;7;3;;;;!fn!;;;1;;;;;;
1;73;;;50;Harmony;Perfect consonance;Similar motion to unison;leap cadence;0;;Direct movement to unison with leaping motion in higher voice to last measure;7;3;;;;!fn!;;;1;;;;;;
1;76;;;100;Harmony;Perfect consonance;Similar motion to unison;downbeat, not cadence;0;;Direct movement to unison: not in cadence;7;3;;;;!fn!;;;1;;;;;;
1;167;;;50;Harmony;Perfect consonance;Similar motion to unison;upbeat, not cadence;0;;Direct movement to unison: not in cadence;7;3;;;;!fn!;;;;;;;;;
1;209;;;0;Harmony;Perfect consonance;Similar motion to 8ve in outer voices;stepw. cadence;1;;Direct movement to 8va with stepwize motion in higher voice to last measure;7;3;;;;!fn!;26;3;1;;;;;;
1;213;;;50;Harmony;Perfect consonance;Similar motion to 8ve in outer voices;leap cadence;0;;Direct movement to 8va with leaping motion in higher voice to last measure;7;3;;;;!fn!;23;8;1;;;;;;
1;211;;;100;Harmony;Perfect consonance;Similar motion to 8ve in outer voices;downbeat, not cadence;0;;Direct movement to 8ve: not in cadence;7;3;;;;!fn!;8;4;1;;;;;;
1;168;;;50;Harmony;Perfect consonance;Similar motion to 8ve in outer voices;upbeat, not cadence;0;;Direct movement to 8ve: not in cadence;7;3;;;;!fn!;;;;;;;;;
1;216;;;100;Harmony;Suspension;Suspension resolution sounds simultaneously with suspension;:above sus;0;;Suspension resolution is above suspension;;1;1;;;;1;1;1;;;;;;
1;217;;;100;Harmony;Suspension;Suspension resolution sounds simultaneously with suspension;:below sus;0;;Suspension resolution is below suspension. Exception: starting from 5 voices, if there is a chord tone between suspension and suspension resolution, which sound simultaneously.;;1;1;;;;5;4;1;;;;;;
1;218;;;100;Harmony;Suspension;Suspension resolution sounds simultaneously with suspension;:2nd;0;;2nd interval between suspension and suspension resolution. Does not include 9th interval and above;;1;1;;;;1;1;1;;;;;;
1;219;;;100;Harmony;Suspension;Wrong resolution of suspension;:up;0;;Suspension resolution up except for leading note (LT stepwize resolution up to tonic is allowed);12;;1;;;Sus.;24;4;1;;;;;;
